Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Janet Leverling,10251,1996-07-08 00:00:00.000,1996-08-05 00:00:00.000,1996-07-15 00:00:00.000,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,16.80,20,0,336.00,41.34
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Margaret Peacock,10252,1996-07-09 00:00:00.000,1996-08-06 00:00:00.000,1996-07-11 00:00:00.000,United Package,20,Sir Rodney's Marmalade,64.80,40,0.05,2462.40,51.30
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Margaret Peacock,10252,1996-07-09 00:00:00.000,1996-08-06 00:00:00.000,1996-07-11 00:00:00.000,United Package,33,Geitost,2.00,25,0.05,47.50,51.30
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Margaret Peacock,10252,1996-07-09 00:00:00.000,1996-08-06 00:00:00.000,1996-07-11 00:00:00.000,United Package,60,Camembert Pierrot,27.20,40,0,1088.00,51.30
Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,HANAR,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,10253,1996-07-10 00:00:00.000,1996-07-24 00:00:00.000,1996-07-16 00:00:00.000,United Package,31,Gorgonzola Telino,10.00,20,0,200.00,58.17
Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,HANAR,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,10253,1996-07-10 00:00:00.000,1996-07-24 00:00:00.000,1996-07-16 00:00:00.000,United Package,39,Chartreuse verte,14.40,42,0,604.80,58.17
Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,HANAR,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,10253,1996-07-10 00:00:00.000,1996-07-24 00:00:00.000,1996-07-16 00:00:00.000,United Package,49,Maxilaku,16.00,40,0,640.00,58.17
Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland,CHOPS,Chop-suey Chinese,Hauptstr. 29,Bern,NULL,3012,Switzerland,Steven Buchanan,10254,1996-07-11 00:00:00.000,1996-08-08 00:00:00.000,1996-07-23 00:00:00.000,United Package,24,Guaraná Fantástica,3.60,15,0.15,45.90,22.98
Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland,CHOPS,Chop-suey Chinese,Hauptstr. 29,Bern,NULL,3012,Switzerland,Steven Buchanan,10254,1996-07-11 00:00:00.000,1996-08-08 00:00:00.000,1996-07-23 00:00:00.000,United Package,55,Pâté chinois,19.20,21,0.15,342.72,22.98
Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland,CHOPS,Chop-suey Chinese,Hauptstr. 29,Bern,NULL,3012,Switzerland,Steven Buchanan,10254,1996-07-11 00:00:00.000,1996-08-08 00:00:00.000,1996-07-23 00:00:00.000,United Package,74,Longlife Tofu,8.00,21,0,168.00,22.98
Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,NULL,1203,Switzerland,Anne Dodsworth,10255,1996-07-12 00:00:00.000,1996-08-09 00:00:00.000,1996-07-15 00:00:00.000,Federal Shipping,2,Chang,15.20,20,0,304.00,148.33
Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,NULL,1203,Switzerland,Anne Dodsworth,10255,1996-07-12 00:00:00.000,1996-08-09 00:00:00.000,1996-07-15 00:00:00.000,Federal Shipping,16,Pavlova,13.90,35,0,486.50,148.33
Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,NULL,1203,Switzerland,Anne Dodsworth,10255,1996-07-12 00:00:00.000,1996-08-09 00:00:00.000,1996-07-15 00:00:00.000,Federal Shipping,36,Inlagd Sill,15.20,25,0,380.00,148.33
Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,NULL,1203,Switzerland,Anne Dodsworth,10255,1996-07-12 00:00:00.000,1996-08-09 00:00:00.000,1996-07-15 00:00:00.000,Federal Shipping,59,Raclette Courdavault,44.00,30,0,1320.00,148.33
Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,WELLI,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Janet Leverling,10256,1996-07-15 00:00:00.000,1996-08-12 00:00:00.000,1996-07-17 00:00:00.000,United Package,53,Perth Pasties,26.20,15,0,393.00,13.97
Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,WELLI,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Janet Leverling,10256,1996-07-15 00:00:00.000,1996-08-12 00:00:00.000,1996-07-17 00:00:00.000,United Package,77,Original Frankfurter grüne Soße,10.40,12,0,124.80,13.97
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Margaret Peacock,10257,1996-07-16 00:00:00.000,1996-08-13 00:00:00.000,1996-07-22 00:00:00.000,Federal Shipping,27,Schoggi Schokolade,35.10,25,0,877.50,81.91
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Margaret Peacock,10257,1996-07-16 00:00:00.000,1996-08-13 00:00:00.000,1996-07-22 00:00:00.000,Federal Shipping,39,Chartreuse verte,14.40,6,0,86.40,81.91
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Margaret Peacock,10257,1996-07-16 00:00:00.000,1996-08-13 00:00:00.000,1996-07-22 00:00:00.000,Federal Shipping,77,Original Frankfurter grüne Soße,10.40,15,0,156.00,81.91
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Nancy Davolio,10258,1996-07-17 00:00:00.000,1996-08-14 00:00:00.000,1996-07-23 00:00:00.000,Speedy Express,2,Chang,15.20,50,0.2,608.00,140.51
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Nancy Davolio,10258,1996-07-17 00:00:00.000,1996-08-14 00:00:00.000,1996-07-23 00:00:00.000,Speedy Express,5,Chef Anton's Gumbo Mix,17.00,65,0.2,884.00,140.51
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Nancy Davolio,10258,1996-07-17 00:00:00.000,1996-08-14 00:00:00.000,1996-07-23 00:00:00.000,Speedy Express,32,Mascarpone Fabioli,25.60,6,0.2,122.88,140.51
Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,05022,Mexico,CENTC,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,05022,Mexico,Margaret Peacock,10259,1996-07-18 00:00:00.000,1996-08-15 00:00:00.000,1996-07-25 00:00:00.000,Federal Shipping,21,Sir Rodney's Scones,8.00,10,0,80.00,3.25
Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,05022,Mexico,CENTC,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,05022,Mexico,Margaret Peacock,10259,1996-07-18 00:00:00.000,1996-08-15 00:00:00.000,1996-07-25 00:00:00.000,Federal Shipping,37,Gravad lax,20.80,1,0,20.80,3.25
Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,Margaret Peacock,10260,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-29 00:00:00.000,Speedy Express,41,Jack's New England Clam Chowder,7.70,16,0.25,92.40,55.09
Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,Margaret Peacock,10260,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-29 00:00:00.000,Speedy Express,57,Ravioli Angelo,15.60,50,0,780.00,55.09
Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,Margaret Peacock,10260,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-29 00:00:00.000,Speedy Express,62,Tarte au sucre,39.40,15,0.25,443.25,55.09
Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany,Margaret Peacock,10260,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-29 00:00:00.000,Speedy Express,70,Outback Lager,12.00,21,0.25,189.00,55.09
Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,QUEDE,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Margaret Peacock,10261,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-30 00:00:00.000,United Package,21,Sir Rodney's Scones,8.00,20,0,160.00,3.05
Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,QUEDE,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Margaret Peacock,10261,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1996-07-30 00:00:00.000,United Package,35,Steeleye Stout,14.40,20,0,288.00,3.05
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Laura Callahan,10262,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,Federal Shipping,5,Chef Anton's Gumbo Mix,17.00,12,0.2,163.20,48.29
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Laura Callahan,10262,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,Federal Shipping,7,Uncle Bob's Organic Dried Pears,24.00,15,0,360.00,48.29
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Laura Callahan,10262,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,Federal Shipping,56,Gnocchi di nonna Alice,30.40,2,0,60.80,48.29
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Anne Dodsworth,10263,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,Federal Shipping,16,Pavlova,13.90,60,0.25,625.50,146.06
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Anne Dodsworth,10263,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,Federal Shipping,24,Guaraná Fantástica,3.60,28,0,100.80,146.06
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Anne Dodsworth,10263,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,Federal Shipping,30,Nord-Ost Matjeshering,20.70,60,0.25,931.50,146.06
Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,Anne Dodsworth,10263,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,Federal Shipping,74,Longlife Tofu,8.00,36,0.25,216.00,146.06
Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,Michael Suyama,10264,1996-07-24 00:00:00.000,1996-08-21 00:00:00.000,1996-08-23 00:00:00.000,Federal Shipping,2,Chang,15.20,35,0,532.00,3.67
Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,Michael Suyama,10264,1996-07-24 00:00:00.000,1996-08-21 00:00:00.000,1996-08-23 00:00:00.000,Federal Shipping,41,Jack's New England Clam Chowder,7.70,25,0.15,163.63,3.67
Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,BLONP,Blondesddsl père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,Andrew Fuller,10265,1996-07-25 00:00:00.000,1996-08-22 00:00:00.000,1996-08-12 00:00:00.000,Speedy Express,17,Alice Mutton,31.20,30,0,936.00,55.28
Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,BLONP,Blondesddsl père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,Andrew Fuller,10265,1996-07-25 00:00:00.000,1996-08-22 00:00:00.000,1996-08-12 00:00:00.000,Speedy Express,70,Outback Lager,12.00,20,0,240.00,55.28
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Janet Leverling,10266,1996-07-26 00:00:00.000,1996-09-06 00:00:00.000,1996-07-31 00:00:00.000,Federal Shipping,12,Queso Manchego La Pastora,30.40,12,0.05,346.56,25.73
Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,Margaret Peacock,10267,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,Speedy Express,40,Boston Crab Meat,14.70,50,0,735.00,208.58
Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,Margaret Peacock,10267,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,Speedy Express,59,Raclette Courdavault,44.00,70,0.15,2618.00,208.58
Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany,Margaret Peacock,10267,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,Speedy Express,76,Lakkalikööri,14.40,15,0.15,183.60,208.58
GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSR,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,Laura Callahan,10268,1996-07-30 00:00:00.000,1996-08-27 00:00:00.000,1996-08-02 00:00:00.000,Federal Shipping,29,Thüringer Rostbratwurst,99.00,10,0,990.00,66.29
GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSR,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,Laura Callahan,10268,1996-07-30 00:00:00.000,1996-08-27 00:00:00.000,1996-08-02 00:00:00.000,Federal Shipping,72,Mozzarella di Giovanni,27.80,4,0,111.20,66.29
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,Steven Buchanan,10269,1996-07-31 00:00:00.000,1996-08-14 00:00:00.000,1996-08-09 00:00:00.000,Speedy Express,33,Geitost,2.00,60,0.05,114.00,4.56
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,Steven Buchanan,10269,1996-07-31 00:00:00.000,1996-08-14 00:00:00.000,1996-08-09 00:00:00.000,Speedy Express,72,Mozzarella di Giovanni,27.80,20,0.05,528.20,4.56
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Nancy Davolio,10270,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,1996-08-02 00:00:00.000,Speedy Express,36,Inlagd Sill,15.20,30,0,456.00,136.54
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Nancy Davolio,10270,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,1996-08-02 00:00:00.000,Speedy Express,43,Ipoh Coffee,36.80,25,0,920.00,136.54
Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,SPLIR,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Michael Suyama,10271,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,1996-08-30 00:00:00.000,United Package,33,Geitost,2.00,24,0,48.00,4.54
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Michael Suyama,10272,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,United Package,20,Sir Rodney's Marmalade,64.80,6,0,388.80,98.03
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Michael Suyama,10272,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,United Package,31,Gorgonzola Telino,10.00,40,0,400.00,98.03
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Michael Suyama,10272,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,United Package,72,Mozzarella di Giovanni,27.80,24,0,667.20,98.03
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Janet Leverling,10273,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,Federal Shipping,10,Ikura,24.80,24,0.05,565.44,76.07
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Janet Leverling,10273,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,Federal Shipping,31,Gorgonzola Telino,10.00,15,0.05,142.50,76.07
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Janet Leverling,10273,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,Federal Shipping,33,Geitost,2.00,20,0,40.00,76.07
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Janet Leverling,10273,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,Federal Shipping,40,Boston Crab Meat,14.70,60,0.05,837.90,76.07
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Janet Leverling,10273,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,Federal Shipping,76,Lakkalikööri,14.40,33,0.05,451.44,76.07
Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France,VINET,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France,Michael Suyama,10274,1996-08-06 00:00:00.000,1996-09-03 00:00:00.000,1996-08-16 00:00:00.000,Speedy Express,71,Flotemysost,17.20,20,0,344.00,6.01
Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France,VINET,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France,Michael Suyama,10274,1996-08-06 00:00:00.000,1996-09-03 00:00:00.000,1996-08-16 00:00:00.000,Speedy Express,72,Mozzarella di Giovanni,27.80,7,0,194.60,6.01
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,Nancy Davolio,10275,1996-08-07 00:00:00.000,1996-09-04 00:00:00.000,1996-08-09 00:00:00.000,Speedy Express,24,Guaraná Fantástica,3.60,12,0.05,41.04,26.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,Nancy Davolio,10275,1996-08-07 00:00:00.000,1996-09-04 00:00:00.000,1996-08-09 00:00:00.000,Speedy Express,59,Raclette Courdavault,44.00,6,0.05,250.80,26.93
Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico,Laura Callahan,10276,1996-08-08 00:00:00.000,1996-08-22 00:00:00.000,1996-08-14 00:00:00.000,Federal Shipping,10,Ikura,24.80,15,0,372.00,13.84
Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico,Laura Callahan,10276,1996-08-08 00:00:00.000,1996-08-22 00:00:00.000,1996-08-14 00:00:00.000,Federal Shipping,13,Konbu,4.80,10,0,48.00,13.84
Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany,MORGK,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany,Andrew Fuller,10277,1996-08-09 00:00:00.000,1996-09-06 00:00:00.000,1996-08-13 00:00:00.000,Federal Shipping,28,Rössle Sauerkraut,36.40,20,0,728.00,125.77
Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany,MORGK,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany,Andrew Fuller,10277,1996-08-09 00:00:00.000,1996-09-06 00:00:00.000,1996-08-13 00:00:00.000,Federal Shipping,62,Tarte au sucre,39.40,12,0,472.80,125.77
Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden,Laura Callahan,10278,1996-08-12 00:00:00.000,1996-09-09 00:00:00.000,1996-08-16 00:00:00.000,United Package,44,Gula Malacca,15.50,16,0,248.00,92.69
